nomor_ulasan,nama_seller,ulasan_pembeli,kelas _sentimen,,,,,,
894,Jakarta Belanja Seru,"jelas jelas ini palsu baunya juga nyengat banget, pas dipake langsung pusing dan mual itu tanda tanda krim ada merkurinya. tolong dong lazada lebih selektif milih penjualnya jgn yg abal abal. kalo bisa official storenya aja kalo gini kan jadi terkenal di lazada banyak yg palsu.",negatif,,,,,,
895,Jakarta Belanja Seru,ini gimanasih... baru pertama kali pake aja udh perih bikin mta merah... jelek bgt... memang harga murah tapi klo stidak nya tidak layak dipakai jgn dijual walau harga murah juga...,negatif,,,,,,
896,Jakarta Belanja Seru,"sangat.... sangat ....sangat kecewa bangeeet.....barangnya sih cepat datang, tetapi tulisan di kemasannya beda. yg di gambar ANTI LICE (anti kutu), tapi barang yg di terima, FAYOLA SHAMPO. ngawur....",negatif,,,,,,
897,Jakarta Belanja Seru,"barang yang dipesan dan dikirim BEDA !! mau dikembalikan cuma buang2 waktu tolong hargai customer, banyak yang komplain barang beda.. tapi gada respon SO BAD !!!",negatif,,,,,,
898,Jakarta Belanja Seru,"udah jatuh cinta sama shampoo ini .. makasih seller kirimnya cepet dan rapih, makasih lazada kurirnya juga ramah dan barang pesenan selalu selamat sampai di tangan :)",positif,,,,,,
899,Jakarta Belanja Seru,"Wajah makin Bersih,Komedo hilang..terasa ringan di wajah..Jerawat gak datang lagi,bekas jerawat pun memudar..tks..puas banget",positif,,,,,,
900,Jakarta Belanja Seru,"perih dimata dan gak bisa dipake sama sekali. bikin mata merah, berair, sakit banget, perih, panas, ngeganjel dan gak nyaman",negatif,,,,,,
901,LuckyStore,Packing rapih.. isi sesuai pesanan & kurir ramah .. baru 1 hari pesan udah sampe.. thank seller dan lazada,positif,,,,,,
902,LuckyStore,"Waktu pas saya buka paketnya, kardus shampo nya ancur trus kok ya sticker yg di botol lecek2 gitu jelek. Saya coba pakai seharisekali kok malah nambah rontok rambut saya, ini ori atau kw sih? Tolong diperbaiki lagi ya",negatif,,,,,,
903,LuckyStore,kecewa barang nya ga original. beda box sama yg asli. mohon jujur dong klo emg ga ori barangnya. makasih.,negatif,,,,,,
904,LuckyStore,Ternyata tonernya bau sekali seperti air got warnanya cream toner juga beda dari saya yang beli di tempat lain sabun juga encer sekali ....,negatif,,,,,,
905,LuckyStore,"Pengiriman cepat, packing nya juga rapi dilengkapi dengan kardus lazada nya dan bubble wrap, kualitas produk juga sesuai deskripsi dan gambar ? Makasih luckystore & lazada",positif,,,,,,
906,LuckyStore,"brang sesuai pesanan,barang aman,bubblewrap, serumnya wangi udh 3x mesen disini recomended seller!!",positif,,,,,,
907,LuckyStore,"saya udah dua kali pesan di LuckyStore gak mengecewakan. Pengiriman cepat, packing rapih banget..",positif,,,,,,
908,LuckyStore,"Beli langsung lima ..ternyata Kw .. G ada segel hologram,G wangii.. N packingnya pun cuma pake kantong doank .. KapOk Aku !!CukuP sekali beli disini",negatif,,,,,,
909,LuckyStore,"produknya bagus, mudah dipakai dan mudah dibersihkan..pengirimannya juga cepat..terima kasih LuckyStore dan Lazada",positif,,,,,,
910,LuckyStore,Lumayan cpat pengirimannya krna estimasinya seminggu tpi lbih cpat dri sminggu Sy yakin ini ori karena segel produksinya msih tertera dan sdh dibandingkan dgn kemasan produk lain yg bntuk segelnya jg ori Mudh2an cucok cin buat muka gw Thanks lazada,positif,,,,,,
911,LuckyStore,"Barangnya cepat sampai, packingnya juga rapih, aku baru mau coba semoga aja cocok. Trimakasih lazada",positif,,,,,,
912,LuckyStore,"Setelah saya scan barcode QR oleh app smartphone scan QR Code,hasil nya bahwa produk ini palsu!apa benar begitu!.sayang nya hasil screenshot gmbar cek QR code nya tidak bisa dikirim via lazada ini.bismillah",negatif,,,,,,
913,LuckyStore,"Kok beda ya sama yg digambar tulisan nya, digambar tulisan nya 'acne purifying' tpi yg dateng tulisan purifying doang, trus tulisan ijo nya punya gua warna kuning, tipu ya nii",negatif,,,,,,
914,LuckyStore,"Gila, mesen dari tanggal 9 nyampe tanggal 24. Padahal tanggal 10 tulisannya barang udah dikirim. Jauh banget dari estimasi pengirimannya. Di kroscek lagi yang bener dong lucky store. Kalo udah gini jadi males",negatif,,,,,,
915,LuckyStore,"Hai kak, ko barang yg aku terima palsu ya? Gak ada wanginya sama sekali, packaging juga rusak atasnya, gelembungnya cuma sedikit, dan yg paling penting ko isinya cair bukan gel..?:( Aku gak ada niat mau balikin barangnya, aku ikhlas duitku ke kakak, semoga dibalikin berkali lipat sama Tuhan (amin).",negatif,,,,,,
916,LuckyStore,Barangnya sudah datang kemari pesan sekarang uda datang bangus banget saudara pada pengen semua n order lg. Terima kasih lazada,positif,,,,,,
917,LuckyStore,"Tolong dong lazada toko yg kaya begini ditutup aja merugikan banyak orang serta merugikan lazada nama lazada jadi jelek juga gara"" toko lucky store ini sdh bnyk review yg jelek barang emang bener"" palsu apalagi ini cream jerawat bikin rusak muka orng kalo perlu bukti saya mash nyimpan cream wajah yg beli disini parahhhhh .. Penjual mau duitnya aja",negatif,,,,,,
918,LuckyStore,jujur sy merasa kecewa karna barang yang sy beli barangnya lecet.tp kenapa saat barang sy kembalikan sdh dterima lazada tp pengembalian dana blom sy dterima sdh hampir 3minggu.jujur sy merasa tertipu dan sangat kecewa belanja dlazada mskpn tak sbrp uang sy tolong kebijaksanaanny yg jaminan slalu dblg 100%!!!!!!,negatif,,,,,,
919,LuckyStore,"Ngga kecewa. Packingnya bagus dan rapih bangeeeetttt... Pake dus lazada, dalemnya pun dilapis bubblewrap safety bgt.. Nyampenya juga sesuai perkiraan... Jadi pengen pesen lagii.. Pertahankan kualitas dan keamanannya yaa... Good job!",positif,,,,,,
920,LuckyStore,"Packing brg bagus, rapih, dan utuh, yg sya terima sesuai yg diinginkan, bgtu pun dgn pngirimannya sangat cepat, mantap min. Pertahankan dan selalu ttap jaya.",positif,,,,,,
921,LuckyStore,Botol nya lucu bagus.. Berguna bangett.. Packingnya rapih.. Pengirimannya juga cepat.. Thanks lazada,positif,,,,,,
922,LuckyStore,Puas bgt beli ini dpt diskon pula meskipun harga murah tpi seperti beli barang mewah pengirimany cepet bgt pesan senin selasa sampe mkasih lazada skrg g perlu repot2 keluar beli make up,positif,,,,,,
923,LuckyStore,"katanya ori,, tpi gak ada exp nya,, gak ada bpom nya.. jangan berikan harapan palsu sama custemer donk.. jangan jual barang palsu!",negatif,,,,,,
924,LuckyStore,Barang bagus. Pengiriman cepet. Udh ke 2 kali pesen ini.. udh keliatan hasilnya... thanks lazada.!,positif,,,,,,
925,LuckyStore,"Alhmdllh pket ny dh dtng,kurir ny jga ramah.blm d'coba sih ,smoga cocok bsa buat bdan lngsing",positif,,,,,,
926,LuckyStore,"Baru pertama kali coba produk ini. baru minum 1 botol udah terlihat hasil nya, Awal minum emang bikin kantuk. Saya minum di malam hari. .. Pengiriman superr cepat mlm pesen besok siang udah sampai",positif,,,,,,
927,LuckyStore,"Kemasan kurang rapi tutup botol kurang rapat next di isolasi agar tidak tumpah kemana"" mau pesan lagi semoga bs lbh rapi kemasannya, thanks lazada",negatif,,,,,,
928,LuckyStore,Saya kecewa sama alat yg dikirimkan oleh lazada krna g berguna sama sekali...utk pelayanan dan respon sudah bagus cmn barang nya z kurang berkualitas...tks,negatif,,,,,,
929,LuckyStore,Ko kemasan ny beda ya... Gimna ini....ga seperti yg biasa saya pesan bngkusan ny Pdal kan saya pesen udah hampirr 50 bngkus..wrn ny sama tpi ko pngiruman xli ini beda bngkus Ini teh ny asli apa palsu ya...,negatif,,,,,,
930,LuckyStore,Barang kece.... Tambah mancung walaupun hidung sampe sakit berdarah... Saya sarankan jangan di pakai terlalu sering... Di pakai pas perlunya saja,positif,,,,,,
931,LuckyStore,"cocok sperti deskripsi nya,real pict... udah scan barcode ternyata memang asli... smoga hasilnya cepat terlihat... thankz LUCKYSTORE N LAZADA",positif,,,,,,
932,LuckyStore,kemaren barang yang datang ternyata waktu saya cek masa Exp 2016 .. kan jadi tidak dapat dipakai. Mohon lain kali di cek dulu masa Exp baru dijual kepada konsumen . Thx,negatif,,,,,,
933,LuckyStore,pengiriman lazada cepet sampai tapi barangnya palsu . pembohong pertama pembelian aja dikasih yg asli tapi kalau udah beli kedua dikasih yang palsu,negatif,,,,,,
934,LuckyStore,"barang dtang nya sii cepat tapii barang nya palsuu.. hati2 ini barang penipuan mana saya order 2 lagi,, kecewaaa",negatif,,,,,,
935,LuckyStore,"Ngga banget! Ngga ngecover sama sekali , pas di baur malah hilang dan ngga berwarna harus diteken bngt .",negatif,,,,,,
936,LuckyStore,"Alhamdulillah barangnya sampainya lebih cepat dari tanggal pengiriman standarnya, packing nya rapi juga. Thanks lazada.",positif,,,,,,
937,LuckyStore,"Lipsticknya bagus, sesuai pesanan dan ekspektasi. Packaging rapi dan cepat sampai. Kalau habis tinggal diraut saja. Thanks :)",positif,,,,,,
938,LuckyStore,"Tolong di cek lagi untuk pengiriman barangnya, karena disitu kan ada tulisan (free 1pcs polkadope ikat rambut) tapi dibarangmya tidak ada, tolong di konfirmasi lagi dong ke saya, apa karena ""free"" jadi gak di kirim ? Atau hanya trik berbohong agar orang mau beli barang anda ? Saya tunggu jawabannya",negatif,,,,,,
939,LuckyStore,"Bagusssss cepet bgt, baru dipesen kemaren, dibayarnya semalem, sekarang udah nyampe. Mudah2an cocokk",positif,,,,,,
940,LuckyStore,"Pokoknya gak nyesel beli BB cream ini muka aku di kantor glowing bgt ,, recomment bgt bt yang mau muka glowing harga sangat sangat murah Lazadaaa TOP",positif,,,,,,
941,LuckyStore,Kualitas ok semuanya ok dapat bonusnya juga .. Walau agak lama pengirimannya .. so far so goodlah Thanks Lazada,positif,,,,,,
942,LuckyStore,Sangat kecewa dengan pesanan saya black mask ini... karna yg dikirim yg sudah kadaluarqsa... kecewa berat.....,negatif,,,,,,
943,LuckyStore,"Berharap turun BB TPI ngga reaksi, nafsu makan normal, dah 1 Minggu sy mengkonsumsi fleecy bangle tea.. ga 1kg pun BB sy turun, jgn ni produk nya palsu..",negatif,,,,,,
944,LuckyStore,Kuasnya sih lumayan bagusanya sedikit kecewa krna free ikat rambutnya tidak ada....Klo mang g ada free ikat rambutnya mending g usah dipromoin...,negatif,,,,,,
945,LuckyStore,"Bukanya bersih n kinclong, muka jdi hitam dan bintik2. Lagi bau nya nyengat x, gk sperti yg asli. Wangi nya lembut, wajah bersih, dan kenyal. Yg sportiv dong, kalo jualan.",negatif,,,,,,
946,LuckyStore,"Produk yang dikirimkan oleh lucky store sangat sesuai harapan. Pengemasan barang nya juga bagus dan sangat rapih , sehingga tidak mempersulit costomer untuk membukanya",positif,,,,,,
947,LuckyStore,"Barangnya bagus, semua berfungsi. Banyak manfaatnya dan sudah menghasilkan uang juga.. tks lazada..",positif,,,,,,
948,LuckyStore,"barang nya sampe dgn selamat, catokan nya kecil bgt gemess, lumayan panas sih. semoga aja awet makasih lazada",positif,,,,,,
949,LuckyStore,"Alhamdulilah barang sampai dengan selamat. Isi sesuai yang tertera pada gambar (catok 2in1+Sisir Ion+Ikat rambut) Kurir juga mau menunggu, karena saya sibuk kerja",positif,,,,,,
950,LuckyStore,"Hari ini baru sampai, lumayan buat harga segitu untuk bahan dan modelnya. Saya suka... thanks lazada, thanks Ninja Express!",positif,,,,,,
951,LuckyStore,"barang nggak sesuai dengan yang digambar, model beda, nggak slow, packaging nggak ada, ada beberapa sobek sperti barang second. pokoknya sya kecewa bgt!!!",negatif,,,,,,
952,LuckyStore,Saya sangat kecewa!! Dikarenakan datengnya lambat dan barangnya tidak sesuai dengan gambar!!!,negatif,,,,,,
953,LuckyStore,"Barang udah saya terima terimaksih, tapi saya sangat kecewa atas pesanan saya ini di karnakan produk yg saya terima bukan original melainkan palsu dan tidak memiliki hologram pada kemasanya, juga nomor NOT yg palsu pada produk ini... Tolong kebijaksanaan nya buat pelangan anda supaya tidak merasa di rugikan...",negatif,,,,,,
954,LuckyStore,"BB creamnya bagus,, tahan lama,,sesuai gambar. Udah berkali2 beli di lazada belum pernah kecewa sama barangnya.. makasih lazada..",positif,,,,,,
955,LuckyStore,barang sudah sampai.. sizenya kecil ya jadi bisa dibawa kemana mana.. semoga aja awet .. thanks lazada,positif,,,,,,
956,LuckyStore,"Keasliannya patut diragukan. Botolnya tidak tersegel, dan ada serbuk putih-putihnya.. Sangat meragukan. Karena takut, sya memilih tidak meminumnya.",negatif,,,,,,
957,LuckyStore,Yang dikirim barangnya nggak sesuai ngajak berantem kayaknya pesen potong rambut yang dikasik malah sauna dasar,negatif,,,,,,
958,LuckyStore,"Barang cpt smpe&packingnya rapih.. Hasilny memuaskan bener"" pink alami dipakeny jg lembut dibibir",positif,,,,,,
959,LuckyStore,"Makasih seller daaaan makasih juga Lazada barang diterima dengan cepat dan baik, sepertinya baru sekali pakai sudh mau terlihat hassilnya. Next sy order lagi",positif,,,,,,
960,LuckyStore,sebel deh produknya palsu baru pakai kurang dari seminggu mukaku langsung jerawatan padahal sebelum pakai aku udah engga jerawatan packingnya juga engga rapi,negatif,,,,,,
961,LuckyStore,"PENGIRIMAN SUPER CEPAT. SAYANG, BARANG YANG SAYA TERIMA TERNYATA PALSU..BISA DILIHAT DARI BAGIAN BAWAHNYA YG CUMA ADA KOMBINASI ANGKA HURUF, TANPA ADA KET. MADE USA.STIKER KEMASAN LANGSUNG LEPAS GAK SAMPE 1 MENIT.BAU YG BIASANYA WANGI COLA TIDAK SAYA TEMUKAN. TEKSTURNYAPUN LEBIH LEMBEK..NOT RECOMENDED. HATI2 YA SEMUA.",negatif,,,,,,
962,LuckyStore,Sy bayar bukan minta ..Orang sy pesenya apaan di kasihnya jauh banget gmna sih g hargain orang udh gitu beda jenis..beda barang gmna sih !!,negatif,,,,,,
963,LuckyStore,"Terimakasih Lucky Store, Produk benar"" original, karena 2 bulan terakhir sempat kecewa dgn Olshop lain dikarenakan produk yg diterima bukan pure soap melainkan body soap, sekarang di lucky store ketemu lagi sama yg ori. Udah cocok sama sabun ini karena buat muka berjawat ku langsung kering dan memutihkan. Next aq order lagi",positif,,,,,,
964,LuckyStore,"packing rapih + barang sesuai harapan. pengiriman mungkin agak lama tapi sabar aj,ga lama lama banget ko. thanks barang ny mantap",positif,,,,,,
965,LuckyStore,"ORDER KEMARIN SORE,JAM SEGINI UDAH SAMPE!THANK YOU LAZADA,LEX,AND LUCKYSTORE!SENENG BARANGNYA CEPAT SAMPE,SEMOGA KRIMNYA CEPET NUMBUHIN ALIS AKU YAA..3 TAHUN NIH NGGA PUNYA ALIS",positif,,,,,,
966,LuckyStore,"Madu bagus,selera makan meningkat setelah konsumsi 2 hari.. insyaAllah order lagi...Lazada jempol pokoknya...sdh 3 kali transaksi ... Puassss...",positif,,,,,,
967,LuckyStore,"Cream nya cuma setengah,, cream malam nya kayak haselinsnow yg hargany miring itu loh,, sabunnya bauuu kayak bau air koco jd ga kepake,, tonernya ga ada wangi khas toner ky aku suka beli,, maaf yaa....",negatif,,,,,,
968,LuckyStore,"Stelah barang smpai,bungkus dalemnya aja plastik putih polos gak sesuai,pas di pake katanya pmakaian pertmaa akan mngkilat,tp nihil gak ada perubahan,, NYESEL BANGET SUMPAH ,,, smpe beli 2box taunya cuma di bohongin,,,",negatif,,,,,,
969,LuckyStore,Terimakasih lucky store untuk pengiriman pelayanan pesanan yg terbaik dan tepat waktu sangat top sekali,positif,,,,,,
970,LuckyStore,"Barangnya biasa saja..tidak pas di hidung,sakit apabila di pasang di hidung dan susah utk bernapas..maaf yaah",negatif,,,,,,
971,LuckyStore,"barang yg dikirim tidak sesuai dengan gambar dan deskripsi , meski murah tolong jgn bikin kecewa pelanggan",negatif,,,,,,
972,LuckyStore,Terimakasihhhhh lazadaaaaaaaaaa muachhh cepett bngt baru order kemrnn darenya sekarangg a cucooo sesuai dengan yg digambrr syukronnn,positif,,,,,,
973,LuckyStore,"Barang nya baguus..' Badan terasa lebih sehat, dan nafsu makan bertambah! Cepat sekali khasiatnya berat badan sy bertambah. Alhamdulillah. Barang'y pun cepat smpi, sore pesan besok sorenya udh dtg. Thx a lot LAZADA dan seller. Note: minggu besok mau pesan 5 dus.",positif,,,,,,
974,LuckyStore,"Setelah barang diterima isinya tidak terlihat bergerak saat digoyang-goyang, cenderung kaku dan diam di tempat",negatif,,,,,,
975,LuckyStore,"barangnya bukan asli... yg asli gak pake botol yg bisa d daur ulang... kecewa berat,, jdi ny gak bisa d konsumsi.. pengen minta di kembaliin aja barangny biar uang nya d kembaliin jg. .",negatif,,,,,,
976,LuckyStore,"Baru 2 kali minum efek di tubuhku lgs gatal2 dan memerah.dan kepalaku pusing setra mual muntah2.aq tidak cocok dan lgs di hentikan pemakaian,y. Sisa 18 saset lg masih banyak dan aq lgs buang ke tempat sampah.",negatif,,,,,,
977,LuckyStore,"barang tdk berfungsi / rusak, seharusnya di cek dulu qualitas barang berfungsi tdk sebelum di kirim",negatif,,,,,,
978,LuckyStore,"Pengirimannya cepet banget, Senin sore pesen Selasa udah sampe, bungkusnya juga rapih+ada bubbles wrapnya",positif,,,,,,
979,LuckyStore,Cocok banget di muka aku Rasanya ngga nyesel ordernya Udah gitu murah lagi Thank you LaZADA :* :*,positif,,,,,,
980,LuckyStore,"LuckyStore Barangnya bagus, Packingnya rapih, Datengnya cepat pula, Saat digunakan nyaman, Recommend banget buat kalian yang males beli barang diluar",positif,,,,,,
981,LuckyStore,"Barangnya palsu, saya kecewa trnyata harga yg asli diatas 100rbu dan tidak ada harga nya dibawah 50rbu",negatif,,,,,,
982,LuckyStore,"Udah pembelian ke sekian kalinya di luckystore, shamponya bagus dan ori bener bener cepet manjanginnya, pas barang diterima sesuai deskripsi produk ada shampo dan tonernya",positif,,,,,,
983,LuckyStore,"Barangnya udh sampai,dan udah dicoba,krimnya warnanya bagus di kulit wajah saya,bikin wajah kelihatan putih,dan kelihatan natural,ditambah lagi krimnya tidak lengket,nanti kalau habis pingin order lagi,terima lazada",positif,,,,,,
984,LuckyStore,"Barang sesuai gambar, kualitas lumayan dgn harga terjangkau,buat ngeringin rambut n bulu kucing kesayangan soalnya ada 2 tombol kecepatan. semoga awet.",positif,,,,,,
985,LuckyStore,"Sangat membantu kianpi pil gingseng berat badan saya bertambah,badan jadi ideal. Mantab....",positif,,,,,,
986,LuckyStore,Barang bagus & warnanya lucuuuuu. Pengiriman cepet bgt lazada cuma sehari udh sampeeee. Thankyouuuuu,positif,,,,,,
987,LuckyStore,"barangnya new, ga disentuh tangan sama sekali, pengiriman dari lazada juga cepet cuma sehari. aku coba creamnya bagus, harga murah tapi ga murahan karena langsung blend di muka. worth it dengan harga segini jg free brush. trusted seller menurut aku. thank you lazada!",positif,,,,,,
